,name,sector,sector_code,ticker
1030471,Utstarcom Inc,Manufacturing,33.0,UTSI
1030484,Renaissance Learning Inc,Information,51.0,RLRN
1030749,Gulfmark Offshore Inc,Manufacturing,33.0,GLF
1030896,Bluefly Inc,Retail Trade,45.0,BFLY
1030916,Premier Holding Corp.,Utilities,22.0,
103096,TRC Companies Inc /DE/,"Professional, Scientific, and Technical Services",54.0,TRR
1031028,Globecomm Systems Inc,Manufacturing,33.0,GCOM
1031029,"Startek, Inc.",Administrative and Support and Waste Management and Remediation Services,56.0,SRT
1031093,"Silver Bull Resources, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,SVBR
1031203,Group 1 Automotive Inc,Retail Trade,44.0,GPI
1031223,PHL Variable Insurance CO /CT/,Finance and Insurance,52.0,
1031233,Pinnacle Bankshares Corp,Finance and Insurance,52.0,PPBN
1031235,"Global Self Storage, Inc.",Finance and Insurance,52.0,GIFD
1031296,Firstenergy Corp,Utilities,22.0,FE
1031316,Franklin Street Properties Corp /MA/,Finance and Insurance,52.0,FSP
103145,Veeco Instruments Inc,Manufacturing,33.0,VECO
1031623,Gulf Island Fabrication Inc,Manufacturing,33.0,GIFI
1031896,American Soil Technologies Inc,Manufacturing,32.0,SOYL
1031927,"Echo Therapeutics, Inc.",Manufacturing,33.0,ECTE
1032033,SLM Corp,Finance and Insurance,52.0,SLM
1032067,Meade Instruments Corp,Manufacturing,33.0,MEAD
1032208,Sempra Energy,Utilities,22.0,SRE
1032220,Maximus Inc,Other Services (except Public Administration),81.0,MMS
1032761,Keynote Systems Inc,Other Services (except Public Administration),81.0,KEYN
1032863,Force Protection Inc,Manufacturing,33.0,FRPT
10329,Bassett Furniture Industries Inc,Manufacturing,33.0,BSET
1032975,Logitech International SA,Manufacturing,33.0,LOGI
1033012,Flagstar Bancorp Inc,Finance and Insurance,52.0,FBC
1033032,Silverleaf Resorts Inc,Other Services (except Public Administration),81.0,SVLF
1033128,First Industrial LP,Finance and Insurance,52.0,
103379,V F Corp,Manufacturing,31.0,VFC
1033905,Luminex Corp,Manufacturing,33.0,LMNX
1034054,SBA Communications Corp,Finance and Insurance,52.0,SBAC
1034563,Icahn Enterprises Holdings L.P.,Manufacturing,33.0,
1034592,Omnicomm Systems Inc,Other Services (except Public Administration),81.0,OMCM
1034594,BAY Banks OF Virginia Inc,Finance and Insurance,52.0,BAYK
1034669,Fisher Communications Inc,Information,51.0,FSCI
1034670,Autoliv Inc,Manufacturing,33.0,ALV
1034755,Brigham Exploration CO,"Mining, Quarrying, and Oil and Gas Extraction",21.0,BEXP
1034760,Widepoint Corp,"Professional, Scientific, and Technical Services",54.0,WDPT
1034842,Rigel Pharmaceuticals Inc,Manufacturing,32.0,RIGL
1035002,Valero Energy Corp/Tx,Manufacturing,32.0,VLO
1035092,Shore Bancshares Inc,Finance and Insurance,52.0,SHBI
1035201,California Water Service Group,Utilities,22.0,CWT
1035216,South Jersey GAS CO,Transportation and Warehousing,48.0,
1035267,Intuitive Surgical Inc,Manufacturing,33.0,ISRG
1035354,"Sevion Therapeutics, Inc.","Professional, Scientific, and Technical Services",54.0,SNT
1035422,"CTT Pharmaceutical Holdings, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,IDSM
1035443,Alexandria Real Estate Equities Inc,Finance and Insurance,52.0,ARE
1035675,Nstar/Ma,Utilities,22.0,NST
1035688,Select Medical Corp,Health Care and Social Assistance,62.0,SEM
1035748,Callidus Software Inc,"Professional, Scientific, and Technical Services",54.0,CALD
103595,Village Super Market Inc,Retail Trade,45.0,VLGEA
1035976,"Fncb Bancorp, Inc.",Finance and Insurance,52.0,FNCB
1035983,Comfort Systems USA Inc,Construction,23.0,FIX
1035991,First Robinson Financial Corp,Finance and Insurance,52.0,FRFC
1036030,Wayne Savings Bancshares Inc /DE/,Finance and Insurance,52.0,WAYN
1036044,"Identiv, Inc.",Manufacturing,33.0,INVE
1036070,Stellarone Corp,Finance and Insurance,52.0,VFGI
1036188,QAD Inc,Information,51.0,QADI
1036262,Intest Corp,Manufacturing,33.0,INTT
1036292,Signature Eyewear Inc,Manufacturing,33.0,SEYE
1036478,Genie Gateway,Information,51.0,WWAG
1036500,WNC Housing TAX Credit Fund VI LP Series 5,Real Estate and Rental and Leasing,53.0,
103682,Virginia Electric & Power CO,Utilities,22.0,VEL
1036848,Aerocentury Corp,Administrative and Support and Waste Management and Remediation Services,56.0,ACY
1036960,Fairchild Semiconductor International Inc,Manufacturing,33.0,FCS
1036968,"Diadexus, Inc.",Manufacturing,32.0,DDXS
1037016,NII Holdings Inc,Information,51.0,NIHD
1037038,Ralph Lauren Corp,Manufacturing,31.0,RL
1037049,Aurora Gold Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,ARXG
1037115,Orbit FR Inc,Manufacturing,33.0,ORFR
1037131,Players Network,Information,51.0,PNTV
1037156,WNC Housing TAX Credit Fund VI LP Series 6,Real Estate and Rental and Leasing,53.0,
1037189,Westport Futures Fund L.P.,Finance and Insurance,52.0,
103730,Vishay Intertechnology Inc,Manufacturing,33.0,VSH
1037390,"Griffin Industrial Realty, Inc.",Real Estate and Rental and Leasing,53.0,GRIF
1037461,BJS Wholesale Club Inc,Retail Trade,45.0,BJ
1037540,Boston Properties Inc,Finance and Insurance,52.0,BXP
1037646,Mettler Toledo International Inc/,Manufacturing,33.0,MTD
1037649,Interleukin Genetics Inc,Manufacturing,32.0,ILGN
1037676,Arch Coal Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,ACI
1037760,Cepheid,Manufacturing,33.0,CPHD
1037868,Ametek Inc/,Manufacturing,33.0,AME
1037949,Qwest Communications International Inc,Information,51.0,Q
1037976,Jones Lang Lasalle Inc,Other Services (except Public Administration),81.0,JLL
1038074,Silicon Laboratories Inc,Manufacturing,33.0,SLAB
1038133,Heska Corp,Manufacturing,32.0,HSKA
1038205,Bank OF THE Ozarks Inc,Finance and Insurance,52.0,OZRK
1038222,"Reis, Inc.",Other Services (except Public Administration),81.0,WRP
1038277,International Isotopes Inc,Manufacturing,33.0,INIS
1038280,Mac-Gray Corp,Other Services (except Public Administration),81.0,TUC
1038286,Golden State Petroleum Transport Corp,Transportation and Warehousing,48.0,
1038357,Pioneer Natural Resources CO,"Mining, Quarrying, and Oil and Gas Extraction",21.0,PXD
1038363,Metals USA Inc,Wholesale Trade,42.0,MUSA
1038509,Pruco Life Insurance OF NEW Jersey,Finance and Insurance,52.0,
103872,"Volt Information Sciences, Inc.",Administrative and Support and Waste Management and Remediation Services,56.0,VISI
1038773,Smartfinancial Inc.,Finance and Insurance,52.0,CSBQ
103884,Alexanders J Corp,Accommodation and Food Services,72.0,JAX
1039065,OSI Systems Inc,Manufacturing,33.0,OSIS
1039101,"L3 Technologies, Inc.",Manufacturing,33.0,
1039151,Kendle International Inc,"Professional, Scientific, and Technical Services",54.0,KNDL
1039184,Trailer Bridge Inc,Transportation and Warehousing,48.0,TRBR
1039280,Netsol Technologies Inc,Information,51.0,NTWK
1039399,Formfactor Inc,Manufacturing,33.0,FORM
1039466,Xsunx Inc,Manufacturing,32.0,XSNX
1039684,Oneok Inc /NEW/,Transportation and Warehousing,48.0,OKE
1039757,Nxchain Inc.,"Professional, Scientific, and Technical Services",54.0,RIMS
1039828,American Equity Investment Life Holding CO,Finance and Insurance,52.0,AEL
1039889,P F Changs China Bistro Inc,Accommodation and Food Services,72.0,PFCB
1040130,Petmed Express Inc,Retail Trade,44.0,PETS
1040161,"Pixelworks, Inc",Manufacturing,33.0,PXLW
1040270,United Refining CO /PA/,Manufacturing,32.0,
1040416,Inspire Pharmaceuticals Inc,Manufacturing,32.0,ISPH
1040426,Syntel Inc,"Professional, Scientific, and Technical Services",54.0,SYNT
1040470,Aehr Test Systems,Manufacturing,33.0,AEHR
1040482,American Petro-Hunter Inc,Construction,23.0,AAPH
1040570,"Geoeye, Inc.",Other Services (except Public Administration),81.0,GEOY
1040593,Carrizo OIL & GAS Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,CRZO
1040719,Walter Investment Management Corp,Finance and Insurance,52.0,WAC
1040721,"Wincash Apolo Gold & Energy, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,APLL
1040765,Vornado Realty LP,Finance and Insurance,52.0,
1040792,Helios & Matheson Analytics Inc.,"Professional, Scientific, and Technical Services",54.0,HMNA
1040799,Four Oaks Fincorp Inc,Finance and Insurance,52.0,FOFN
1040829,"Ryman Hospitality Properties, Inc.",Finance and Insurance,52.0,RHP
1040850,"Agritek Holdings, Inc.",Retail Trade,45.0,CMIB
1040896,"Intellicheck Mobilisa, Inc.",Information,51.0,IDN
1040971,SL Green Realty Corp,Finance and Insurance,52.0,SLG
1041009,Revolutions Medical Corp,Manufacturing,33.0,MXON
1041024,"Rockwell Medical, Inc.",Manufacturing,33.0,RMTI
1041061,YUM Brands Inc,Accommodation and Food Services,72.0,YUM
1041177,Sutor Technology Group LTD,Manufacturing,33.0,BNZE
1041368,Riverview Bancorp Inc,Finance and Insurance,52.0,RVSB
1041379,"Popeyes Louisiana Kitchen, Inc.",Accommodation and Food Services,72.0,PLKI
1041429,Annapolis Bancorp Inc,Finance and Insurance,52.0,ANNB
1041514,NET 1 Ueps Technologies Inc,Finance and Insurance,52.0,UEPS
1041550,Hopfed Bancorp Inc,Finance and Insurance,52.0,HFBC
1041577,Atmi Inc,Manufacturing,32.0,ATMI
1041588,Access Power Inc,Information,51.0,ACCR
1041609,Mirenco Inc,Manufacturing,33.0,MREO
1041657,"Urban One, Inc.",Information,51.0,ROIAK
104169,WAL Mart Stores Inc,Retail Trade,45.0,WMT
1041803,Pricesmart Inc,Retail Trade,45.0,PSMT
1041859,"Childrens Place, Inc.",Retail Trade,44.0,PLCE
1041954,ITC Deltacom Inc,Information,51.0,ITCD
1042046,American Financial Group Inc,Finance and Insurance,52.0,AFG
104207,Walgreen CO,Retail Trade,44.0,WAG
1042074,"Cymabay Therapeutics, Inc.",Manufacturing,32.0,
1042173,Scientific Learning Corp,Educational Services,61.0,SCIL
1042187,CTI Industries Corp,Manufacturing,32.0,CTIB
1042418,"Hedgepath Pharmaceuticals, Inc.","Professional, Scientific, and Technical Services",54.0,CBTEQ
1042463,Linkwell Corp,Manufacturing,32.0,KSRE
1042610,TRB Systems International Inc,Manufacturing,33.0,TRBX
1042642,Dish DBS Corp,Other Services (except Public Administration),81.0,
1042728,CPC OF America Inc,Manufacturing,33.0,CPCF
1042729,Mercantile Bank Corp,Finance and Insurance,52.0,MBWM
1042773,Centerpoint Energy Resources Corp,Utilities,22.0,
1042776,"Piedmont Office Realty Trust, Inc.","Arts, Entertainment, and Recreation",71.0,PDM
1042783,DOT Hill Systems Corp,Manufacturing,33.0,HILL
1042784,Golden Phoenix Minerals Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,GPXM
1042809,"A.C. Moore Arts & Crafts, Inc.",Retail Trade,45.0,ACMR
1042810,"Equity One, Inc.",Finance and Insurance,52.0,EQY
1042821,Pervasive Software Inc,Information,51.0,PVSW
1042825,Power ONE Inc,Manufacturing,33.0,PWER
1042893,Dril-Quip Inc,Manufacturing,33.0,DRQ
1043000,Capital Senior Living Corp,Health Care and Social Assistance,62.0,CSU
1043121,Boston Properties LTD Partnership,Finance and Insurance,52.0,
1043156,Star Buffet Inc,Accommodation and Food Services,72.0,STRZ
1043186,American Electric Technologies Inc,Manufacturing,33.0,AETI
1043219,Annaly Capital Management Inc,Finance and Insurance,52.0,NLY
1043222,Chinawe COM Inc,Finance and Insurance,52.0,
1043277,C H Robinson Worldwide Inc,"Professional, Scientific, and Technical Services",54.0,CHRW
1043325,Centerline Holding CO,Real Estate and Rental and Leasing,53.0,CHC
1043337,Stoneridge Inc,Manufacturing,33.0,SRI
1043382,Solutia Inc,Manufacturing,32.0,SOA
1043509,Sonic Automotive Inc,Retail Trade,44.0,SAH
1043533,Abovenet Inc,Other Services (except Public Administration),81.0,ABVT
1043565,Potomac Futures Fund LP,Finance and Insurance,52.0,
1043604,Juniper Networks Inc,Manufacturing,33.0,JNPR
1043825,"Iron Eagle Group, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,PNRR
1043873,Novadel Pharma Inc,Manufacturing,32.0,NVD
1043894,Enviro Voraxial Technology Inc,Manufacturing,33.0,EVTN
1043951,Campbell Fund Trust,Finance and Insurance,52.0,
1043961,Transgenomic Inc,Manufacturing,33.0,TBIO
1044082,"Georgia-Carolina Bancshares, Inc",Finance and Insurance,52.0,GECR
1044378,Biocept Inc,Health Care and Social Assistance,62.0,
1044435,"P10 Industries, Inc.",Utilities,22.0,ACPW
1044566,CNA Surety Corp,Finance and Insurance,52.0,SUR
1044577,"China Precision Steel, Inc.",Manufacturing,33.0,CPSL
1044590,"Intermec, Inc.",Manufacturing,33.0,UNA
1044650,Calais Resources Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,CAAUF
1044777,Vasco Data Security International Inc,"Professional, Scientific, and Technical Services",54.0,VDSI
1045014,Gametech International Inc,"Arts, Entertainment, and Recreation",71.0,GMTC
1045150,"Official Payments Holdings, Inc.",Other Services (except Public Administration),81.0,TIER
1045309,W R Grace & CO,Manufacturing,32.0,GRA
1045390,"Colombia Energy Resources, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,
1045425,Rait Financial Trust,Finance and Insurance,52.0,RAS
1045450,EPR Properties,Finance and Insurance,52.0,EPR
1045539,Kiantone Pipeline CO,Manufacturing,32.0,
1045540,Kwik FIL Inc,Manufacturing,32.0,
1045541,Kwik Fill Corp,Manufacturing,32.0,
1045542,United JET Center Inc,Manufacturing,32.0,
1045543,Bell OIL Corp,Manufacturing,32.0,
1045544,PPC Inc,Manufacturing,32.0,
1045545,Super Test Petroleum Inc,Manufacturing,32.0,
1045546,Vulcan Asphalt Refining Corp,Manufacturing,32.0,
1045547,"United Store Holdings, Inc.",Manufacturing,32.0,
10456,Baxter International Inc,Manufacturing,33.0,BAX
1045609,"Prologis, Inc.",Finance and Insurance,52.0,AMB
1045610,"Prologis, L.P.",Real Estate and Rental and Leasing,53.0,
1045742,Live Ventures Inc,"Professional, Scientific, and Technical Services",54.0,LIVE
1045769,Hypercom Corp,Manufacturing,33.0,HYC
1045810,Nvidia Corp,Manufacturing,33.0,NVDA
1045829,Vanguard Health Systems Inc,Finance and Insurance,52.0,VHS
1045929,First Colombia Gold Corp.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,FCGD
1045942,"Track Group, Inc.",Manufacturing,33.0,SCRA
1046025,Heritage Financial Corp /WA/,Finance and Insurance,52.0,HFWA
1046050,Timberland Bancorp Inc,Finance and Insurance,52.0,TSBK
1046057,Transcoastal Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,CLAI
1046102,Ritchie Bros Auctioneers Inc,Other Services (except Public Administration),81.0,
1046131,Midas Inc,Wholesale Trade,42.0,MDS
1046188,Pathfinder Bancorp Inc,Finance and Insurance,52.0,PBHC
1046203,Guaranty Federal Bancshares Inc,Finance and Insurance,52.0,GFED
1046257,Ingredion Inc,Manufacturing,31.0,INGR
1046311,Choice Hotels International Inc /DE,Accommodation and Food Services,72.0,CHH
1046327,Realnetworks Inc,"Professional, Scientific, and Technical Services",54.0,RNWK
1046568,Career Education Corp,Educational Services,61.0,CECO
1046672,PAN American Goldfields LTD,"Mining, Quarrying, and Oil and Gas Extraction",21.0,MXOM
1046788,Harris Preferred Capital Corp,Finance and Insurance,52.0,HBC
1046859,"Remy International, Inc.",Manufacturing,33.0,REMY
1046880,Central European Distribution Corp,Wholesale Trade,42.0,CEDC
1046995,Emagin Corp,Manufacturing,33.0,EMAN
1047122,Raytheon CO/,Manufacturing,33.0,RTN
1047127,"Amkor Technology, Inc.",Manufacturing,33.0,AMKR
1047166,United Rentals North America Inc,Administrative and Support and Waste Management and Remediation Services,56.0,URI
1047170,Eastern Virginia Bankshares Inc,Finance and Insurance,52.0,EVBS
1047335,National Healthcare Corp,Health Care and Social Assistance,62.0,NHC
1047340,Fresh DEL Monte Produce Inc,"Agriculture, Forestry, Fishing and Hunting",11.0,FDP
1047446,Community First Bancorp,Finance and Insurance,52.0,CFOK
104777,"Alteva, Inc.",Information,51.0,ALTV
1047857,"Yuhe International, Inc.",Manufacturing,31.0,YUII
1047862,Consolidated Edison Inc,Utilities,22.0,ED
1047865,Webster Preferred Capital Corp,Finance and Insurance,52.0,WBSTP
1047881,"Talon International, Inc.",Wholesale Trade,42.0,TALN
1047884,Anworth Mortgage Asset Corp,Finance and Insurance,52.0,ANH
1047919,Ambient Corp /NY,Information,51.0,AMBT
1048055,"Physical Property Holdings, Inc.",Real Estate and Rental and Leasing,53.0,
104819,Washington GAS Light CO,Utilities,22.0,
1048268,"IES Holdings, Inc.",Construction,23.0,IES
1048286,Marriott International Inc /MD/,Accommodation and Food Services,72.0,MAR
1048477,Biomarin Pharmaceutical Inc,Manufacturing,32.0,BMRN
1048501,"Xformity Technologies, Inc.",Information,51.0,XFMY
1048620,Granite City Food & Brewery Ltd.,Accommodation and Food Services,72.0,GCFB
1048685,Metalico Inc,Manufacturing,33.0,MEA
1048695,F5 Networks Inc,Manufacturing,33.0,FFIV
1048789,Felcor Lodging LP,Finance and Insurance,52.0,
104889,Graham Holdings CO,Educational Services,61.0,WPO
1048911,Fedex Corp,Transportation and Warehousing,49.0,FDX
104894,Washington Real Estate Investment Trust,Finance and Insurance,52.0,WRE
104897,"WSI Industries, Inc.",Manufacturing,33.0,WSCI
1049108,Dollar Thrifty Automotive Group Inc,Real Estate and Rental and Leasing,53.0,DTG
104918,Avista Corp,Utilities,22.0,AVA
1049210,Verenium Corp,Manufacturing,32.0,VRNM
1049502,MKS Instruments Inc,Manufacturing,33.0,MKSI
1049505,US Dataworks Inc,Information,51.0,UDWK
1049521,Mercury Systems Inc,Manufacturing,33.0,MRCY
1049606,Compx International Inc,Manufacturing,33.0,CIX
1049782,Brookline Bancorp Inc,Finance and Insurance,52.0,BRKL
1050007,Nutraceutical International Corp,Manufacturing,32.0,NUTR
105016,Watsco Inc,Wholesale Trade,42.0,WSO
1050377,PC Connection Inc,Retail Trade,45.0,PCCC
1050441,Eagle Bancorp Inc,Finance and Insurance,52.0,EGBN
1050446,Microstrategy Inc,Information,51.0,MSTR
1050550,Volterra Semiconductor Corp,Manufacturing,33.0,VLTR
1050606,"Salem Media Group, Inc. /DE/",Information,51.0,SALM
1050743,Peapack Gladstone Financial Corp,Finance and Insurance,52.0,PGC
105076,Wausau Paper Corp.,Manufacturing,32.0,WPP
1050797,Columbia Sportswear CO,Manufacturing,31.0,COLM
1050825,Steelcase Inc,Manufacturing,33.0,SCS
1050915,Quanta Services Inc,Construction,23.0,PWR
1050957,"Bayou City Exploration, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,BYCX
1051114,Innotrac Corp,Other Services (except Public Administration),81.0,INOC
1051251,J Crew Group Inc,Retail Trade,44.0,JCG
105132,WD 40 CO,Manufacturing,32.0,WDFC
1051343,Community West Bancshares /,Finance and Insurance,52.0,CWBC
1051470,Crown Castle International Corp,Finance and Insurance,52.0,CCI
1051473,Western Reserve Bancorp Inc,Finance and Insurance,52.0,WRBO
1051488,Integrated Healthcare Holdings Inc,Health Care and Social Assistance,62.0,IHCH
1051512,Telephone & Data Systems Inc /DE/,Information,51.0,TDS
1051514,"Strata Skin Sciences, Inc.",Manufacturing,33.0,MELA
1051627,AXT Inc,Manufacturing,33.0,AXTI
1051741,First Niagara Financial Group Inc,Finance and Insurance,52.0,FNFG
1051771,Belk Inc,Retail Trade,45.0,
1051827,Merrill Lynch Preferred Funding III LP,Finance and Insurance,52.0,
1051828,Merrill Lynch Preferred Funding IV LP,Finance and Insurance,52.0,
1051829,Merrill Lynch Preferred Capital Trust III,Finance and Insurance,52.0,
1051830,Merrill Lynch Preferred Capital Trust IV,Finance and Insurance,52.0,
1051871,Citizens South Banking Corp,Finance and Insurance,52.0,CSBC
1052045,"Servicemaster CO, LLC",Real Estate and Rental and Leasing,53.0,SVM
1052054,Evolving Systems Inc,"Professional, Scientific, and Technical Services",54.0,EVOL
